title;;;authors;;;date;;;source;;;abstract;;;link;;;category
METRO: a generic graph neural network framework for multivariate time series forecasting;;;['Yue Cui', 'Kai Zheng', 'Dingshan Cui', 'Jiandong Xie', 'Liwei Deng', 'Feiteng Huang', 'Xiaofang Zhou'];;;None;;;Proceedings of the VLDB Endowment;;;Multivariate time series forecasting has been drawing increasing attention due to its prevalent applications. It has been commonly assumed that leveraging latent dependencies between pairs of variables can enhance prediction accuracy. However, most existing methods suffer from static variable relevance modeling and ignorance of correlation between temporal scales, thereby failing to fully retain the dynamic and periodic interdependencies among variables, which are vital for long- and short-term forecasting. In this paper, we propose METRO, a generic framework with multi-scale temporal graphs neural networks, which models the dynamic and cross-scale variable correlations simultaneously. By representing the multivariate time series as a series of temporal graphs, both intra- and inter-step correlations can be well preserved via message-passing and node embedding update. To enable information propagation across temporal scales, we design a novel sampling strategy to align specific steps between higher and lower scales and fuse the cross-scale information efficiently. Moreover, we provide a modular interpretation of existing GNN-based time series forecasting works as specific instances under our framework. Extensive experiments conducted on four benchmark datasets demonstrate the effectiveness and efficiency of our approach. METRO has been successfully deployed onto the time series analytics platform of Huawei Cloud, where a one-month online test demonstrated that up to 20% relative improvement over state-of-the-art models w.r.t. RSE can be achieved.;;;https://dl.acm.org/doi/10.14778/3489496.3489503;;;Databases
MIDAS: Towards Efficient and Effective Maintenance of Canned Patterns in Visual Graph Query Interfaces;;;['Kai Huang', 'Huey Eng Chua', 'Sourav S. Bhowmick', 'Byron Choi', 'Shuigeng Zhou'];;;June 2021;;;SIGMOD '21: Proceedings of the 2021 International Conference on Management of Data;;;Several visual graph query interfaces (a.k.a gui) expose a set of canned patterns (i.e., small subgraph patterns) to expedite subgraph query formulation by enabling pattern-at-a-time construction. Unfortunately, manual generation of canned patterns is not only labour intensive but also may lack diversity to support efficient visual formulation of a wide range of subgraph queries. Recent efforts have taken a data-driven approach to select high-quality canned patterns for a gui automatically from the underlying graph database. However, as the underlying database evolves, these selected patterns may become stale and adversely impact efficient query formulation. In this paper, we present a novel framework called Midas for efficient and effective maintenance of the canned patterns as the database evolves. Specifically, it adopts a selective maintenance strategy that guarantees progressive gain of coverage of the patterns without sacrificing their diversity and cognitive load. Experimental study with real-world datasets and visual graph interfaces demonstrates the effectiveness of Midas compared to static guis.;;;https://dl.acm.org/doi/10.1145/3448016.3457251;;;Databases
Categorical Management of Multi-Model Data;;;['Irena Holubova', 'Pavel Contos', 'Martin Svoboda'];;;July 2021;;;IDEAS '21: Proceedings of the 25th International Database Engineering &amp; Applications Symposium;;;In this vision paper, we introduce an idea of a framework that would enable us to model, represent, and manage multi-model data in a unified and abstract way. Its core idea exploits constructs provided by category theory, which is sufficiently general but still simple enough to cover any of the logical data models used in contemporary databases. Focusing on promising features and taking into account mature and verified principles, we overview the key parts of the framework and outline open questions and research directions that need to be further investigated. The ultimate objective is to pursue the idea of a self-tuning system that would permit us to collapse the traditionally understood conceptual and logical layers into just a single model allowing for unified handling of schemas, data instances, as well as queries.;;;https://dl.acm.org/doi/10.1145/3472163.3472166;;;Databases
Achieving low tail-latency and high scalability for serializable transactions in edge computing;;;['Xusheng Chen', 'Haoze Song', 'Jianyu Jiang', 'Chaoyi Ruan', 'Cheng Li', 'Sen Wang', 'Gong Zhang', 'Reynold Cheng', 'Heming Cui'];;;April 2021;;;EuroSys '21: Proceedings of the Sixteenth European Conference on Computer Systems;;;A distributed database utilizing the wide-spread edge computing servers to provide low-latency data access with the serializability guarantee is highly desirable for emerging edge computing applications. In an edge database, nodes are divided into regions, and a transaction can be categorized as intra-region (IRT) or cross-region (CRT) based on whether it accesses data in different regions. In addition to serializability, we insist that a practical edge database should provide low tail latency for both IRTs and CRTs, and such low latency must be scalable to a large number of regions. Unfortunately, none of existing geo-replicated serializable databases or edge databases can meet such requirements. In this paper, we present Dast (Decentralized Anticipate and STretch), the first edge database that can meet the stringent performance requirements with serializability. Our key idea is to order transactions by anticipating when they are ready to execute: Dast binds an IRT to the latest timestamp and binds a CRT to a future timestamp to avoid the coordination of CRTs blocking IRTs. Dast also carries a new stretchable clock abstraction to tolerate inaccurate anticipations and to handle cross-region data reads. Our evaluation shows that, compared to three relevant serializable databases, Dast's 99-percentile latency was 87.9%~93.2% lower for IRTs and 27.7%~70.4% lower for CRTs; Dast's low latency is scalable to a large number of regions.;;;https://dl.acm.org/doi/10.1145/3447786.3456238;;;Databases
Design and implementation of CTD profile observation data accumulation system based on MySQL;;;['Xing-min Li', 'Tao Dong', 'Xin-peng Wang', 'Li-shan Ma'];;;December 2021;;;CSAI '21: Proceedings of the 2021 5th International Conference on Computer Science and Artificial Intelligence;;;In order to realize the accumulation of sea temperature, conductivity, pressure, depth, salinity, density and sound profile observation data, a ocean observation data storage system based on database is designed. For efficiently realizing accumulation of ocean observation data, the system makes full use of the advantages of MYSQL database management platform, and orderly stores tens of thousands ofConductivity-Temperature-Depth(CTD) profile observation data. At the same time, the data quality control will be applied to the received hydrological observation data, which improves the quality of the data stored in the database and enhances the data usability. After the system was developed, a simulation environment was set up to test the system. The results show that the system hasrational function design and stable operation, which can well realize the accumulation of CTD profile observation data. The realization of ocean hydrologic profile observation data accumulation provides reliable data source for the subsequent in-depth data-mining and utilization of ocean hydrologic observation data.;;;https://dl.acm.org/doi/10.1145/3507548.3507590;;;Databases
FastVer: Making Data Integrity a Commodity;;;['Arvind Arasu', 'Badrish Chandramouli', 'Johannes Gehrke', 'Esha Ghosh', 'Donald Kossmann', 'Jonathan Protzenko', 'Ravi Ramamurthy', 'Tahina Ramananandro', 'Aseem Rastogi', 'Srinath Setty', 'Nikhil Swamy', 'Alexander van Renen', 'Min Xu'];;;June 2021;;;SIGMOD '21: Proceedings of the 2021 International Conference on Management of Data;;;We present FastVer, a high-performance key-value store with strong data integrity guarantees. FastVer is built as an extension of FASTER, an open-source, high-performance key-value store. It offers the same key-value API as FASTER plus an additional verify() method that detects if an unauthorized attacker tampered with the database and checks whether results of all read operations are consistent with historical updates. FastVer is based on a novel approach that combines the advantages of Merkle trees and deferred memory verification. We show that this approach achieves one to two orders of magnitudes higher throughputs than traditional approaches based on either Merkle trees or memory verification. We have formally proven the correctness of our approach in a proof assistant, ensuring that verify() detects any inconsistencies, except if a collision can be found on a cryptographic hash.;;;https://dl.acm.org/doi/10.1145/3448016.3457312;;;Databases
Building Advanced SQL Analytics From Low-Level Plan Operators;;;['André Kohn', 'Viktor Leis', 'Thomas Neumann'];;;June 2021;;;SIGMOD '21: Proceedings of the 2021 International Conference on Management of Data;;;Analytical queries virtually always involve aggregation and statistics. SQL offers a wide range of functionalities to summarize data such as associative aggregates, distinct aggregates, ordered-set aggregates, grouping sets, and window functions. In this work, we propose a unified framework for advanced statistics that composes all flavors of complex SQL aggregates from low-level plan operators. These operators can reuse materialized intermediate results, which decouples monolithic aggregation logic and speeds up complex multi-expression queries. The contribution is therefore twofold: our framework modularizes aggregate implementations, and outperforms traditional systems whenever multiple aggregates are combined. We integrated our approach into the high-performance database system Umbra and experimentally show that we compute complex aggregates faster than the state-of-the-art HyPer system.;;;https://dl.acm.org/doi/10.1145/3448016.3457288;;;Databases
Facial-expression-aware Emotional Color Transfer Based on Convolutional Neural Network;;;['Shiguang Liu', 'Huixin Wang', 'Min Pei'];;;None;;;ACM Transactions on Multimedia Computing, Communications, and Applications;;;Emotional color transfer aims to change the evoked emotion of a source image to that of a target image by adjusting color distribution. Most of existing emotional color transfer methods only consider the low-level visual features of an image and ignore the facial expression features when the image contains a human face, which would cause incorrect emotion evaluation for the given image. In addition, previous emotional color transfer methods may easily result in ambiguity between the emotion of resulting image and target image. For example, if the background of the target image is dark while the facial expression is happiness, then previous methods would directly transfer dark color to the source image, neglecting the facial emotion in the image. To solve this problem, we propose a new facial-expression-aware emotional color transfer framework. Given a target image with facial expression features, we first predict the facial emotion label of the image through the emotion classification network. Then, facial emotion labels are matched with pre-trained emotional color transfer models. Finally, we use the matched emotion model to transfer the color of the target image to the source image. Considering none of the existing emotion image databases, which focus on images that contain face and background, we built an emotion database for our new emotional color transfer framework that is called “Face-Emotion database.” Experiments demonstrate that our method can successfully capture and transfer facial emotions, outperforming state-of-the-art methods.;;;https://dl.acm.org/doi/10.1145/3464382;;;Databases
A Comparative Study of MongoDB, ArangoDB and CouchDB for Big Data Storage;;;['Konstanitnos Mavrogiorgos', 'Athanasios Kiourtis', 'Argyro Mavrogiorgou', 'Dimosthenis Kyriazis'];;;August 2021;;;ICCBDC '21: Proceedings of the 2021 5th International Conference on Cloud and Big Data Computing;;;A distinctive aspect of the current era is the ferocious amount of data that is generated and processed in a daily basis. There is no wonder that this epoch is generally characterized as the “Era of Big Data”. Thus, many enterprises and research initiatives strive to find a way to effectively and efficiently collect, store and analyze Big Data in order to improve their services and make efficient decisions. Those approaches refer to several domains such as healthcare, transportation, governance, or insurance. Towards this direction, in this paper we contribute into the selection of the most appropriate database for efficiently storing and retrieving Big Data. More specifically, taking into account the nature of Big Data and the main categories of databases that currently exist, three (3) NoSQL document-based databases were considered for this comparative study, namely the ArangoDB, the MongoDB and the CouchDB. The performance of these databases was measured based on specific metrics and criteria, including the total execution time for the same CRUD operations and their corresponding demands for resources, concluding to the most suitable database for storing Big Data.;;;https://dl.acm.org/doi/10.1145/3481646.3481648;;;Databases
Self-Tuning Query Scheduling for Analytical Workloads;;;['Benjamin Wagner', 'André Kohn', 'Thomas Neumann'];;;June 2021;;;SIGMOD '21: Proceedings of the 2021 International Conference on Management of Data;;;Most database systems delegate scheduling decisions to the operating system. While such an approach simplifies the overall database design, it also entails problems. Adaptive resource allocation becomes hard in the face of concurrent queries. Furthermore, incorporating domain knowledge to improve query scheduling is difficult. To mitigate these problems, many modern systems employ forms of task-based parallelism. The execution of a single query is broken up into small, independent chunks of work (tasks). Now, fine-grained scheduling decisions based on these tasks are the responsibility of the database system. Despite being commonplace, little work has focused on the opportunities arising from this execution model. In this paper, we show how task-based scheduling in database systems opens up new areas for optimization. We present a novel lock-free, self-tuning stride scheduler that optimizes query latencies for analytical workloads. By adaptively managing query priorities and task granularity, we provide high scheduling elasticity. By incorporating domain knowledge into the scheduling decisions, our system is able to cope with workloads that other systems struggle with. Even at high load, we retain near optimal latencies for short running queries. Compared to traditional database systems, our design often improves tail latencies by more than 10x.;;;https://dl.acm.org/doi/10.1145/3448016.3457260;;;Databases
All in One: Design, Verification, and Implementation of SNOW-optimal Read Atomic Transactions;;;['Si Liu'];;;None;;;ACM Transactions on Software Engineering and Methodology;;;Distributed read atomic transactions are important building blocks of modern cloud databases that magnificently bridge the gap between data availability and strong data consistency. The performance of their transactional reads is particularly critical to the overall system performance, as many real-world database workloads are dominated by reads. Following the SNOW design principle for optimal reads, we develop LORA, a novel SNOW-optimal algorithm for distributed read atomic transactions. LORA completes its reads in exactly one round trip, even in the presence of conflicting writes, without imposing additional overhead to the communication, and it outperforms the state-of-the-art read atomic algorithms.To guide LORA’s development, we present a rewriting-logic-based framework and toolkit for design, verification, implementation, and evaluation of distributed databases. Within the framework, we formalize LORA and mathematically prove its data consistency guarantees. We also apply automatic model checking and statistical verification to validate our proofs and to estimate LORA’s performance. We additionally generate from the formal model a correct-by-construction distributed implementation for testing and performance evaluation under realistic deployments. Our design-level and implementation-based experimental results are consistent, which together demonstrate LORA’s promising data consistency and performance achievement.;;;https://dl.acm.org/doi/10.1145/3494517;;;Databases
Gene Ranking based on Paths from Phenotypes to Genes on Knowledge Graph;;;['Atsuko Yamaguchi', 'Jae-Moon Shin', 'Toyofumi Fujiwara'];;;December 2021;;;IJCKG '21: Proceedings of the 10th International Joint Conference on Knowledge Graphs;;;Whole exome sequencing has been widely used to make a diagnosis of a genetic disease efficiently, especially for rare diseases. To support the identification of the gene that causes the disease, a gene ranking system from symptoms is essential to narrow down many genes obtained from exome analysis. Therefore, this paper proposed a method for ranking genes by symptoms based on paths from phenotypes to genes on a knowledge graph. First, we constructed a knowledge graph from resources about phenotypes, diseases, and genes. Then, we designed an algorithm to rank genes from phenotypes by following paths from phenotypes to genes on the knowledge graph. Furthermore, we evaluated the performance of the proposed method by comparing it with similar existing tools.;;;https://dl.acm.org/doi/10.1145/3502223.3502240;;;Databases
DIY: Assessing the Correctness of Natural Language to SQL Systems;;;['Arpit Narechania', 'Adam Fourney', 'Bongshin Lee', 'Gonzalo Ramos'];;;April 2021;;;IUI '21: 26th International Conference on Intelligent User Interfaces;;;Designing natural language interfaces for querying databases remains an important goal pursued by researchers in natural language processing, databases, and HCI. These systems receive natural language as input, translate it into a formal database query, and execute the query to compute a result. Because the responses from these systems are not always correct, it is important to provide people with mechanisms to assess the correctness of the generated query and computed result. However, this assessment can be challenging for people who lack expertise in query languages. We present Debug-It-Yourself (DIY), an interactive technique that enables users to assess the responses from a state-of-the-art natural language to SQL (NL2SQL) system for correctness and, if possible, fix errors. DIY provides users with a sandbox where they can interact with (1) the mappings between the question and the generated query, (2) a small-but-relevant subset of the underlying database, and (3) a multi-modal explanation of the generated query. End-users can then employ a back-of-the-envelope calculation debugging strategy to evaluate the system’s response. Through an exploratory study with 12 users, we investigate how DIY helps users assess the correctness of the system’s answers and detect & fix errors. Our observations reveal the benefits of DIY while providing insights about end-user debugging strategies and underscore opportunities for further improving the user experience.;;;https://dl.acm.org/doi/10.1145/3397481.3450667;;;Databases
An Agile Data Warehouse Virtualization Framework for ROLAP Server;;;['André Andrade Menolli', 'Ricardo Gonçalves Coelho', 'Glauco Carlos Silva', 'Elielson Barbosa'];;;June 2021;;;SBSI '21: Proceedings of the XVII Brazilian Symposium on Information Systems;;;In order to adapt to a competitive business scenario, the decision-making needs to be fast and reliable. In this panorama, agile business intelligence emerges as a resource to provide agile solutions. To achieve agile business intelligence solutions, organizations consider real-time data warehousing a powerful technique. Thus, we propose in this paper a framework based on data warehouse virtualization and real-time data warehousing concepts, called Agile ROLAP. The framework is comprised of an approach designed to be compatible with the main consolidated DW concepts. Furthermore, a set of components that enable the deployment of each step of the Agile ROLAP process was implemented. We evaluated our proposed approach in an experimental study where we deployed dimensional models from three distinct databases. It was analyzed the approach viability and the performance through query performance. The results indicate that the approach is viable, and the performance is satisfactory for no very large databases.;;;https://dl.acm.org/doi/10.1145/3466933.3466980;;;Databases
Privacy-Preserving Synthetic Location Data in the Real World;;;['Teddy Cunningham', 'Graham Cormode', 'Hakan Ferhatosmanoglu'];;;August 2021;;;SSTD '21: Proceedings of the 17th International Symposium on Spatial and Temporal Databases;;;Sharing sensitive data is vital in enabling many modern data analysis and machine learning tasks. However, current methods for data release are insufficiently accurate or granular to provide meaningful utility, and they carry a high risk of deanonymization or membership inference attacks. In this paper, we propose a differentially private synthetic data generation solution with a focus on the compelling domain of location data. We present two methods with high practical utility for generating synthetic location data from real locations, both of which protect the existence and true location of each individual in the original dataset. Our first, partitioning-based approach introduces a novel method for privately generating point data using kernel density estimation, in addition to employing private adaptations of classic statistical techniques, such as clustering, for private partitioning. Our second, network-based approach incorporates public geographic information, such as the road network of a city, to constrain the bounds of synthetic data points and hence improve the accuracy of the synthetic data. Both methods satisfy the requirements of differential privacy, while also enabling accurate generation of synthetic data that aims to preserve the distribution of the real locations. We conduct experiments using three large-scale location datasets to show that the proposed solutions generate synthetic location data with high utility and strong similarity to the real datasets. We highlight some practical applications for our work by applying our synthetic data to a range of location analytics queries, and we demonstrate that our synthetic data produces near-identical answers to the same queries compared to when real data is used. Our results show that the proposed approaches are practical solutions for sharing and analyzing sensitive location data privately.;;;https://dl.acm.org/doi/10.1145/3469830.3470893;;;Databases
NIR-Tree: A Non-Intersecting R-Tree;;;['Kyle Langendoen', 'Brad Glasbergen', 'Khuzaima Daudjee'];;;July 2021;;;SSDBM '21: Proceedings of the 33rd International Conference on Scientific and Statistical Database Management;;;Indexes for multidimensional data based on the R-Tree are popularly used by databases for a wide range of applications. Such index trees support point and range queries but are costly to construct over datasets of millions of points. We present the Non-Intersecting R-Tree (NIR-Tree), a novel insert-efficient, in-memory, multidimensional index that uses bounding polygons to provide efficient point and range query performance while indexing data at least an order of magnitude faster. The NIR-Tree leverages non-intersecting bounding polygons to reduce the number of nodes accessed during queries, compared to existing R-family indexes. Our experiments demonstrate that inserting into a NIR-Tree is 27 × faster than the ubiquitous R*-Tree, with point queries completing 2 × faster and range queries executing just as quickly.;;;https://dl.acm.org/doi/10.1145/3468791.3468818;;;Databases
Compressed Oblivious Encoding for Homomorphically Encrypted Search;;;['Seung Geol Choi', 'Dana Dachman-Soled', 'S. Dov Gordon', 'Linsheng Liu', 'Arkady Yerukhimovich'];;;November 2021;;;CCS '21: Proceedings of the 2021 ACM SIGSAC Conference on Computer and Communications Security;;;Fully homomorphic encryption (FHE) enables a simple, attractive framework for secure search. Compared to other secure search systems, no costly setup procedure is necessary; it is sufficient for the client merely to upload the encrypted database to the server. Confidentiality is provided because the server works only on the encrypted query and records. While the search functionality is enabled by the full homomorphism of the encryption scheme. For this reason, researchers have been paying increasing attention to this problem. Since Akavia et al. (CCS 2018) presented a framework for secure search on FHE encrypted data and gave a working implementation called SPiRiT, several more efficient realizations have been proposed. In this paper, we identify the main bottlenecks of this framework and show how to significantly improve the performance of FHE-base secure search. In particular, To retrieve l matching items, the existing framework needs to repeat the protocol l times sequentially. In our new framework, all matching items are retrieved in parallel in a single protocol execution. The most recent work by Wren et al. (CCS 2020) requires O(n) multiplications to compute the first matching index. Our solution requires no homomorphic multiplication, instead using only additions and scalar multiplications to encode all matching indices. Our implementation and experiments show that to fetch 16 matching records, our system gives an 1800X speed-up over the state of the art in fetching the query results resulting in a 26X speed-up for the full search functionality.;;;https://dl.acm.org/doi/10.1145/3460120.3484792;;;Databases
Spitfire: A Three-Tier Buffer Manager for Volatile and Non-Volatile Memory;;;['Xinjing Zhou', 'Joy Arulraj', 'Andrew Pavlo', 'David Cohen'];;;June 2021;;;SIGMOD '21: Proceedings of the 2021 International Conference on Management of Data;;;The design of the buffer manager in database management systems (DBMSs) is influenced by the performance characteristics of volatile memory (i.e., DRAM) and non-volatile storage (e.g., SSD). The key design assumptions have been that the data must be migrated to DRAM for the DBMS to operate on it and that storage is orders of magnitude slower than DRAM. But the arrival of new non-volatile memory (NVM) technologies that are nearly as fast as DRAM invalidates these previous assumptions. Researchers have recently designed Hymem, a novel buffer manager for a three-tier storage hierarchy comprising of DRAM, NVM, and SSD. Hymem supports cache-line-grained loading and an NVM-aware data migration policy. While these optimizations improve its throughput, Hymem suffers from two limitations. First, it is a single-threaded buffer manager. Second, it is evaluated on an NVM emulation platform. These limitations constrain the utility of the insights obtained using Hymem. In this paper, we present Spitfire, a multi-threaded, three-tier buffer manager that is evaluated on Optane Persistent Memory Modules, an NVM technology that is now being shipped by Intel. We introduce a general framework for reasoning about data migration in a multi-tier storage hierarchy. We illustrate the limitations of the optimizations used in Hymem on Optane and then discuss how Spitfire circumvents them. We demonstrate that the data migration policy has to be tailored based on the characteristics of the devices and the workload. Given this, we present a machine learning technique for automatically adapting the policy for an arbitrary workload and storage hierarchy. Our experiments show that Spitfire works well across different workloads and storage hierarchies.;;;https://dl.acm.org/doi/10.1145/3448016.3452819;;;Databases
Probabilistic Deep Learning for Electric-Vehicle Energy-Use Prediction;;;['Linas Petkevicius', 'Simonas Saltenis', 'Alminas Civilis', 'Kristian Torp'];;;August 2021;;;SSTD '21: Proceedings of the 17th International Symposium on Spatial and Temporal Databases;;;The continued spread of electric vehicles raises new challenges for the supporting digital infrastructure. For example, long-distance route planning for such vehicles relies on the prediction of both the expected travel time as well as energy use. We envision a two-tier architecture to produce such predictions. First, a routing and travel-time-prediction subsystem generates a suggested route and predicts how the speed will vary along the route. Next, the expected energy use is predicted from the speed profile and other contextual characteristics, such as weather information and slope.  To this end, the paper proposes deep-learning models that are built from EV tracking data. First, as the speed profile of a route is one of the main predictors for energy use, different simple ways to build speed profiles are explored. Next, eight different deep-learning models for energy-use prediction are proposed. Four of the models are probabilistic in that they predict not a single-point estimate but parameters of a probability distribution of energy use on the route. This is particularly relevant when predicting EV energy use, which is highly sensitive to many input characteristics and, thus, can hardly be predicted precisely. Extensive experiments with two real-world EV tracking datasets validate the proposed methods. The code for this research has been made available on GitHub.;;;https://dl.acm.org/doi/10.1145/3469830.3470915;;;Databases
Optimizing Transaction Schedules on Universal Quantum Computers via Code Generation for Grover’s Search Algorithm;;;['Sven Groppe', 'Jinghua Groppe'];;;July 2021;;;IDEAS '21: Proceedings of the 25th International Database Engineering &amp; Applications Symposium;;;Quantum computers are known to be efficient for solving combinatorial problems like finding optimal schedules for processing transactions in parallel without blocking. We show how Grover’s search algorithm for quantum computers can be applied for finding an optimal transaction schedule via generating code from the problem instance. We compare our approach with existing approaches for traditional computers and quantum annealers in terms of preprocessing, runtime, space and code length complexity. Furthermore, we show by experiments the expected number of optimal solutions of this problem as well as suboptimal ones. With the help of an estimator of the number of solutions, we further speed up our optimizer for optimal and suboptimal transaction schedules.;;;https://dl.acm.org/doi/10.1145/3472163.3472164;;;Databases
Structure and Complexity of Bag Consistency;;;['Albert Atserias', 'Phokion G. Kolaitis'];;;June 2021;;;PODS'21: Proceedings of the 40th ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems;;;Since the early days of relational databases, it was realized that acyclic hypergraphs give rise to database schemas with desirable structural and algorithmic properties. In a by-now classical paper, Beeri, Fagin, Maier, and Yannakakis established several different equivalent characterizations of acyclicity; in particular, they showed that the sets of attributes of a schema form an acyclic hypergraph if and only if the local-to-global consistency property for relations over that schema holds, which means that every collection of pairwise consistent relations over the schema is globally consistent. Even though real-life databases consist of bags (multisets), there has not been a study of the interplay between local consistency and global consistency for bags. We embark on such a study here and we first show that the sets of attributes of a schema form an acyclic hypergraph if and only if the local-to-global consistency property for bags over that schema holds. After this, we explore algorithmic aspects of global consistency for bags by analyzing the computational complexity of the global consistency problem for bags: given a collection of bags, are these bags globally consistent? We show that this problem is in NP, even when the schema is part of the input. We then establish the following dichotomy theorem for fixed schemas: if the schema is acyclic, then the global consistency problem for bags is solvable in polynomial time, while if the schema is cyclic, then the global consistency problem for bags is NP-complete. The latter result contrasts sharply with the state of affairs for relations, where, for each fixed schema, the global consistency problem for relations is solvable in polynomial time.;;;https://dl.acm.org/doi/10.1145/3452021.3458329;;;Databases
Shedding Light on Opaque Application Queries;;;['Kapil Khurana', 'Jayant R. Haritsa'];;;June 2021;;;SIGMOD '21: Proceedings of the 2021 International Conference on Management of Data;;;We investigate a new query reverse-engineering problem of unmasking SQL queries hidden within database applications. The diverse use-cases for this problem range from resurrecting legacy code to query rewriting. As a first step in addressing the unmasking challenge, we present UNMASQUE, an active-learning extraction algorithm that can expose a basal class of hidden warehouse queries. A special feature of our design is that the extraction is non-invasive wrt the application, examining only the results obtained from repeated executions on databases derived with a combination of data mutation and data generation techniques. Further, potent optimizations are incorporated to minimize the extraction overheads. A detailed evaluation over applications hosting hidden SQL queries, or their imperative versions, demonstrates that UNMASQUE correctly and efficiently extracts these queries.;;;https://dl.acm.org/doi/10.1145/3448016.3457252;;;Databases
Expressiveness within Sequence Datalog;;;['Heba Aamer', 'Jan Hidders', 'Jan Paredaens', 'Jan Van den Bussche'];;;June 2021;;;PODS'21: Proceedings of the 40th ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems;;;Motivated by old and new applications, we investigate Datalog as a language for sequence databases. We reconsider classical features of Datalog programs, such as negation, recursion, intermediate predicates, and relations of higher arities. We also consider new features that are useful for sequences, notably, equations between path expressions, and "packing''. Our goal is to clarify the relative expressiveness of all these different features, in the context of sequences. Towards our goal, we establish a number of redundancy and primitivity results, showing that certain features can, or cannot, be expressed in terms of other features. These results paint a complete picture of the expressiveness relationships among all possible Sequence Datalog fragments that can be formed using the six features that we consider.;;;https://dl.acm.org/doi/10.1145/3452021.3458327;;;Databases
Secure Big Data Management based on Secret Sharing and Verifiable Computing;;;['Momoko Shiraishi'];;;August 2021;;;ICCBDC '21: Proceedings of the 2021 5th International Conference on Cloud and Big Data Computing;;;Of late, more and more sensitive data have been connected with cyberspace, which has led to an increase in the importance of secure cloud computing. This paper shows an overall scheme of securely managing big data in a cloud supported by two technological methods, secret sharing and verifiable computing. While each of them was implemented and analyzed individually in previous works, this paper shows a comprehensive framework combining them to realize both security and efficiency in cloud data management. Specifically, secret sharing enables hiding the outsourced encrypted data from any unauthorized entity, and verifiable computing enable resource-constraint users to access the database in which the correctness is undoubtedly confirmed. This paper also compares the database scheme based on blockchain and the proposed method in terms of performance. The analysis shows that the proposed scheme entirely based on the conventional Internet computes the operations lighter than the blockchain scheme.;;;https://dl.acm.org/doi/10.1145/3481646.3481650;;;Databases
Language-agnostic integrated queries in a managed polyglot runtime;;;['Filippo Schiavio', 'Daniele Bonetta', 'Walter Binder'];;;None;;;Proceedings of the VLDB Endowment;;;Language-integrated query (LINQ) frameworks offer a convenient programming abstraction for processing in-memory collections of data, allowing developers to concisely express declarative queries using general-purpose programming languages. Existing LINQ frameworks rely on the well-defined type system of statically-typed languages such as C# or Java to perform query compilation and execution. As a consequence of this design, they do not support dynamic languages such as Python, R, or JavaScript. Such languages are however very popular among data scientists, who would certainly benefit from LINQ frameworks in data analytics applications.In this work we bridge the gap between dynamic languages and LINQ frameworks. We introduce DynQ, a novel query engine designed for dynamic languages. DynQ is language-agnostic, since it is able to execute SQL queries in a polyglot language runtime. Moreover, DynQ can execute queries combining data from multiple sources, namely in-memory object collections as well as on-file data and external database systems. Our evaluation of DynQ shows performance comparable with equivalent hand-optimized code, and in line with common data-processing libraries and embedded databases, making DynQ an appealing query engine for standalone analytics applications and for data-intensive server-side workloads.;;;https://dl.acm.org/doi/10.14778/3457390.3457405;;;Databases
Leveraging NVMe SSDs for Building a Fast, Cost-effective, LSM-tree-based KV Store;;;['Cheng Li', 'Hao Chen', 'Chaoyi Ruan', 'Xiaosong Ma', 'Yinlong Xu'];;;None;;;ACM Transactions on Storage;;;Key-value (KV) stores support many crucial applications and services. They perform fast in-memory processing but are still often limited by I/O performance. The recent emergence of high-speed commodity non-volatile memory express solid-state drives (NVMe SSDs) has propelled new KV system designs that take advantage of their ultra-low latency and high bandwidth. Meanwhile, to switch to entirely new data layouts and scale up entire databases to high-end SSDs requires considerable investment. As a compromise, we propose SpanDB, an LSM-tree-based KV store that adapts the popular RocksDB system to utilize selective deployment of high-speed SSDs. SpanDB allows users to host the bulk of their data on cheaper and larger SSDs (and even hard disc drives with certain workloads), while relocating write-ahead logs (WAL) and the top levels of the LSM-tree to a much smaller and faster NVMe SSD. To better utilize this fast disk, SpanDB provides high-speed, parallel WAL writes via SPDK, and enables asynchronous request processing to mitigate inter-thread synchronization overhead and work efficiently with polling-based I/O. To ease the live data migration between fast and slow disks, we introduce TopFS, a stripped-down file system providing familiar file interface wrappers on top of SPDK I/O. Our evaluation shows that SpanDB simultaneously improves RocksDB's throughput by up to 8.8\(\times\) and reduces its latency by 9.5–58.3%. Compared with KVell, a system designed for high-end SSDs, SpanDB achieves 96–140% of its throughput, with a 2.3–21.6\(\times\) lower latency, at a cheaper storage configuration.;;;https://dl.acm.org/doi/10.1145/3480963;;;Databases
