title;;;authors;;;date;;;source;;;abstract;;;link;;;category
Multi-task Command and Control System based on Cloud Architecture;;;['Guang Hu', 'Mingmei Zhang', 'Ming Ni', 'Wanzeng Cai', 'Junjie Wang'];;;October 2021;;;SSIP '21: Proceedings of the 2021 4th International Conference on Sensors, Signal and Image Processing;;;This paper designs a multi-task command and control system based on cloud architecture. It can greatly facilitate the deployment of multiple command and control tasks. The cloud architecture in this system includes virtualized cloud, container cloud, and desktop cloud. The management nodes in the container cloud and the underlying virtual machines in the desktop cloud are deployed on the virtualized cloud. In order to make full use of and ensure the reliability of data, the data of virtualized cloud, container cloud, and desktop cloud are all stored on distributed storage systems. The system can greatly reduce the operational complexity of operation and maintenance personnel through introducing unified cloud management and comprehensive operation and maintenance.;;;https://dl.acm.org/doi/10.1145/3502814.3502821;;;Systems AND Control
A cloud computing based intelligent traffic control system for vehicular networks;;;['Nihal Gaouar', 'Mohamed Lehsaini'];;;April 2021;;;NISS '21: Proceedings of the 4th International Conference on Networking, Information Systems &amp; Security;;;The number of vehicles on the road increases permanently causing more and more traffic jam and congestion which results in a lot of delay in arriving at destination. Intelligent transport systems (ITS) have merged as an efficient way to overcome particularly this kind of problem in vehicular networks (VANETs) and improve performance of transportation systems. One of the solutions is to put intelligent traffic lights at each intersection of high vehicle density. In this paper, we propose a cloud computing based intelligent traffic light control algorithm, called CITLA. This algorithm aims to schedule the traffic by switching the phases of the traffic lights dynamically according to the state of the road in real time based on the conventional cloud. The Cloud has a global view on the road network since it is responsible for collecting road information via the RSUs placed on each street corner. It commutes thereafter, based on the information collected, the density of each road so as to minimize the waiting time and congestion on the roads. The results of these calculations are transmitted in real time to the RSUs which are responsible for controlling the traffic lights by changing the phases. The feasibility of CITLA was demonstrated through simulations using the discrete event simulator OMNeT++ with Simulation of Urban Mobility (SUMO).;;;https://dl.acm.org/doi/10.1145/3454127.3456600;;;Systems AND Control
Design and Simulation of the Electro-hydraulic Proportional Synchronous Control System of Hydraulic Climbing Mode;;;['Jin Shang', 'Xuan Sun', 'xiaolin Gao', 'gaoshui Cao', 'Rita Yi Man Li'];;;July 2021;;;ICIIP '21: Proceedings of the 6th International Conference on Intelligent Information Processing;;;None;;;https://dl.acm.org/doi/10.1145/3480571.3480590;;;Systems AND Control
The Control System Design for 600kV High Voltage Platform of HIAF Electron Cooler;;;['Yunbin Zhou', 'Lijun Mao', 'Wei Zhang', 'Kaiming Yan', 'Xiaoming Ma', 'Mingrui Li'];;;October 2021;;;CSAE '21: Proceedings of the 5th International Conference on Computer Science and Application Engineering;;;HIAF is the next generation heavy ion accelerator in China, it contains lots of sub facilities. The electron cooler is one of the most significant facilities in HIAF of Spectrometer Ring (SRing). With the electron cooler, SRing could generate high quality and high intensity ion beam for the experiments. The electron cooler in HIAF was designed to produce 600KeV electron beam. To achieve this design target, high voltage needs to reach 600kV maximum and ripple wave less than 1*10-4. A new control system was designed for the high voltage platform which uses cascaded transformer construction. The system makes use of XGS-PON network as the main means of communication. Zynq 7015 as the CPU of the embedded controller. The controller integrated 2 DAC ports with 100KS/S and 4 ADC ports with 200KS/S for high voltage modules setting and high voltage divider monitor, 8 low-speed ADC ports for auxiliary power supplies, and the environment sensors. The embedded Ubuntu Linux and the EPICS frameworks were programmed in the controller, all of the control parameters were sent through channel access protocol. No need for host computer to participate in control logic, only used for display. The hardware mentioned above interacts with the operating system through the FPGA part of Zynq. The FPGA is programed as a coprocessor for communicating, data processing and interlock control. Corresponding drivers are integrated in the Linux system at the same time.;;;https://dl.acm.org/doi/10.1145/3487075.3487085;;;Systems AND Control
An Autonomous System for Efficient Control of PTZ Cameras;;;['Sina G. Davani', 'Musab S. Al-Hadrusi', 'Nabil J. Sarhan'];;;None;;;ACM Transactions on Autonomous and Adaptive Systems;;;This article addresses the research problem of how to autonomously control Pan/Tilt/Zoom (PTZ) cameras in a manner that seeks to optimize the face recognition accuracy or the overall threat detection and proposes an overall system. The article presents two alternative schemes for camera scheduling: Grid-Based Grouping (GBG) and Elevator-Based Planning (EBP). The camera control works with realistic 3D environments and considers many factors, including the direction of the subject’s movement and its location, distances from the cameras, occlusion, overall recognition probability so far, and the expected time to leave the site, as well as the movements of cameras and their capabilities and limitations. In addition, the article utilizes clustering to group subjects, thereby enabling the system to focus on the areas that are more densely populated. Moreover, it proposes a dynamic mechanism for controlling the pre-recording time spent on running the solution. Furthermore, it develops a parallel algorithm, allowing the most time-consuming phases to be parallelized, and thus run efficiently by the centralized parallel processing subsystem. We analyze through simulation the effectiveness of the overall solution, including the clustering approach, scheduling alternatives, dynamic mechanism, and parallel implementation in terms of overall recognition probability and the running time of the solution, considering the impacts of numerous parameters.;;;https://dl.acm.org/doi/10.1145/3507658;;;Systems AND Control
Multivariate boosted trees and applications to forecasting and control;;;['Lorenzo Nespoli', 'Vasco Medici'];;;None;;;The Journal of Machine Learning Research;;;Gradient boosted trees are competition-winning, general-purpose, non-parametric regressors, which exploit sequential model fitting and gradient descent to minimize a specific loss function. The most popular implementations are tailored to univariate regression and classification tasks, precluding the possibility of capturing multivariate target cross-correlations and applying structured penalties to the predictions. In this paper, we present a computationally efficient algorithm for fitting multivariate boosted trees. We show that multivariate trees can outperform their univariate counterpart when the predictions are correlated. Furthermore, the algorithm allows to arbitrarily regularize the predictions, so that properties like smoothness, consistency and functional relations can be enforced. We present applications and numerical results related to forecasting and control.;;;https://dl.acm.org/doi/10.5555/3586589.3586835;;;Systems AND Control
Contextual concurrency control;;;['Sujin Park', 'Irina Calciu', 'Taesoo Kim', 'Sanidhya Kashyap'];;;June 2021;;;HotOS '21: Proceedings of the Workshop on Hot Topics in Operating Systems;;;Kernel synchronization primitives are of paramount importance to achieving good performance and scalability for applications. However, they are usually invisible and out of the reach of application developers. Instead, kernel developers and synchronization experts make all the decisions regarding kernel lock design. In this paper, we propose contextual concurrency control (C3), a new paradigm that enables userspace applications to tune concurrency control in the kernel. C3 allows developers to change the behavior and parameters of kernel locks, to switch between different lock implementations and to dynamically profile one or multiple locks for a specific scenario of interest. To showcase this idea, we designed and implemented Concord, a framework that allows a privileged userspace process to modify kernel locks on the fly without re-compiling the existing code base. We performed a preliminary evaluation on two locks showing that Concord allows userspace tuning of kernel locks without incurring significant overhead.;;;https://dl.acm.org/doi/10.1145/3458336.3465279;;;Systems AND Control
Design of Automatic Control System for Dry Anaerobic Fermentation of Kitchen Waste;;;['Lan Zhu', 'Weicheng Ma', 'Lin Huang', 'Wei Liang', 'Zhen Cheng', 'Yunhong Zheng'];;;October 2021;;;AIAM2021: 2021 3rd International Conference on Artificial Intelligence and Advanced Manufacture;;;In this paper, the expert system of artificial intelligence automatic control system is designed to identify each stage of the internal fermentation reaction process of food waste anaerobic fermentation tank, and complete the real-time monitoring and whole process control. By automatically adjusting the temperature, pH, pressure and other environmental factors in the tank, the heat-resistant anaerobic fermentation bacteria in the fermenter are in a suitable growth environment, and the efficiency and quality of methane production by anaerobic fermentation bacteria are improved. The intelligent system can complete all the work such as feeding, adjusting environmental parameters in the tank, stirring, collecting and monitoring methane production, and removing primary reactants. It can automatically identify various parameters in the tank from the whole process of feeding to discharging. Display and save the data, report the abnormal situation in time and take the corresponding processing procedures. The direct control of anaerobic fermentation tank adopts STM32 single chip microcomputer and DSP as the lower machine, laptop computer as the upper machine, equipped with expert system.Nano-Fe3O4 iron powder was innovatively used to complete the work of temperature regulation module and agitation module, and the fermentation efficiency of anaerobic bacteria was improved.;;;https://dl.acm.org/doi/10.1145/3495018.3501192;;;Systems AND Control
Towards Unifying RBAC with Information Flow Control;;;['Radhika B. S.', 'Narendra Kumar N. V.', 'R. K. Shyamasundar'];;;June 2021;;;SACMAT '21: Proceedings of the 26th ACM Symposium on Access Control Models and Technologies;;;Role-based Access Control (RBAC) is one of the most widely implemented access control models. In today's complex computing systems, one of the increasingly sought-after features for reliable security is information flow control. Although RBAC is a policy-neutral and generic model, its implementations generally do not provide information flow control. In this paper, we present two approaches to address this issue. In the first method, we describe how a lattice model can be captured using an RBAC configuration. In the second method, we analyze the information flows in a given RBAC policy using a decentralized lattice model called Readers-Writers Flow Model. This method identifies the indirect information flows in the policy and helps in creating flow-secure RBAC policies. We discuss the scope and limitations of these methods in detail and also present a brief case study. Finally, we investigate the use of flow-secure RBAC policies in creating flow-secure Attribute-based Access Control (ABAC) policies.;;;https://dl.acm.org/doi/10.1145/3450569.3463570;;;Systems AND Control
Optimizing the Performance of Containerized Cloud Software Systems Using Adaptive PID Controllers;;;['Mikael Sabuhi', 'Nima Mahmoudi', 'Hamzeh Khazaei'];;;None;;;ACM Transactions on Autonomous and Adaptive Systems;;;Control theory has proven to be a practical approach for the design and implementation of controllers, which does not inherit the problems of non-control theoretic controllers due to its strong mathematical background. State-of-the-art auto-scaling controllers suffer from one or more of the following limitations: (1) lack of a reliable performance model, (2) using a performance model with low scalability, tractability, or fidelity, (3) being application- or architecture-specific leading to low extendability, and (4) no guarantee on their efficiency. Consequently, in this article, we strive to mitigate these problems by leveraging an adaptive controller, which is composed of a neural network as the performance model and a Proportional-Integral-Derivative (PID) controller as the scaling engine. More specifically, we design, implement, and analyze different flavours of these adaptive and non-adaptive controllers, and we compare and contrast them against each other to find the most suitable one for managing containerized cloud software systems at runtime. The controller’s objective is to maintain the response time of the controlled software system in a pre-defined range, and meeting the Service-level Agreements, while leading to efficient resource provisioning.;;;https://dl.acm.org/doi/10.1145/3465630;;;Systems AND Control
Robustness Analysis of Dynamic Response for the Uncertain Vibration Control System Using Interval Finite Element Method;;;['ChunYan Pei', 'YingShuang Zhang'];;;October 2021;;;EITCE '21: Proceedings of the 2021 5th International Conference on Electronic Information Technology and Computer Engineering;;;The design parameters of the vibration system may be uncertain, and these uncertain design parameters may have a great impact on the dynamic response of the system. In general, the dynamic response analysis of uncertain vibration control system, when a design parameter changes once, the whole system needs to be analyzed again, which will consume a lot of computer memory and calculation time. In this paper, a fast algorithm based on interval finite element method is proposed. Instead of substituting the whole structure of the system into the control equation, the corresponding dynamic response can be obtained with the incremental characteristic matrices of the system. This method provides a new way for the robust analysis of dynamic response of uncertain vibration control system.;;;https://dl.acm.org/doi/10.1145/3501409.3501577;;;Systems AND Control
On the issue of digital transformation of the state financial control by the Russian Federation Accounts Chamber;;;['Andrey Zaitsev', 'Yulia Stetsyunich', 'Oleg Kichigin'];;;October 2021;;;SPBPU IDE '21: Proceedings of the 3rd International Scientific Conference on Innovations in Digital Economy;;;The change in the socio-economic conditions during the transition to the digital economy determines the relevance of studying the transformation of the state financial control system. The article discusses the assessment results of the state financial control carried out in the context of digitalization and identifies the trends in the current economic conditions. In the course of the study, the essential role of external audit in assessing the effectiveness of the state financial resources was substantiated, the influence of the controlling work on the authorities was determined, and the interaction areas of the Accounts Chamber with other authorities in terms of using information systems (departmental information systems) were identified. The development of the state audit is considered, the specific features of state financial control in the digital reality are highlighted, and the changes in control and supervisory functions when information is the main resource and object of control at the same time are identified. Based on the analysis of publications on the development of state financial control in the context of availability and transparency of information about the budget and budget recipients in Russia and other countries, the factors have been identified that have a negative impact on the public audit as an element of the public administration system. The authors have revealed a positive impact of the development of the IT sector on increasing the transparency and reliability of the state control system, reducing the timing of control procedures, and reducing the number of control measures. The paper considers analytical indicators that reflect the results of the work of the external control body in the Russian Federation for the period from 2018-2020, which allows the authors to assess the effectiveness of control in the context of digitalization and to identify the main trends for this period. Thus, the theoretical and practical significance of the study is the author's assessment of the state financial control in the context of digital transformation and identification of trends in the development of state financial control in the future. The relevance of the study lies in the substantiation of approaches to the development of state financial control of the Russian Federation Accounts Chamber in the context of the digital transformation of the economy.;;;https://dl.acm.org/doi/10.1145/3527049.3527069;;;Systems AND Control
Architecture Design and Key Technology Research of Urban Intelligent Transportation Integrated Control System Based on Edge Cloud Cooperation Technology;;;['Fenxin Zhang', 'Keshuang Tang', 'Huixin Zhang', 'Peng Zhang'];;;October 2021;;;CSAE '21: Proceedings of the 5th International Conference on Computer Science and Application Engineering;;;With the development of vehicle-road collaborative technology and the popularity of unmanned vehicles, smart cars and smart roads have brought a wide range of impacts on urban intelligent transportation systems, which has made great changes in front-end equipment perception, front-end and back-end information interaction, and traffic collaborative command and control. This paper mainly studies the new application scenarios of urban intelligent transportation vehicle-road collaboration. With edge-cloud collaboration technology as the core, the container cloud technology is used to construct the system, which supports edge intelligent analysis, cloud big data fusion and multi-level deployment of system design theory, implementation methods and related collaborative technologies. Finally, the integrated management and control system of cloud, edge and end for urban intelligent transportation management is developed.;;;https://dl.acm.org/doi/10.1145/3487075.3487182;;;Systems AND Control
Implementation of Signal Detection and Control of Bioartificial Liver Support System;;;['Changzhe Wu', 'Ke Li', 'Cheng Zhang', 'Guanghao Zhang', 'Xiaolin Huo'];;;July 2021;;;BIBE2021: The Fifth International Conference on Biological Information and Biomedical Engineering;;;Liver failure is an extremely dangerous disease whose mortality rate is 73.9% and the rate of acute liver failure is as high as 87.8%. As the only effective way to treat liver failure, liver transportation is facing a serious shortage of donor. As an extracorporeal circulation device, artificial liver support system could effectively replace the patient's liver in a short period of time so as to improve the survival rate of patients greatly. At present, the control core of the artificial liver control system is PLC. However, with the increasing complexity of functions and demands, the control system based on PLC will gradually show some disadvantages in cost, safety, reliability, stability, real-time Performance and other aspects which will restrict the development of artificial liver. Aiming at the deficiencies in the existing control system, a bio-artificial embedded control system based on ARM and CPLD was designed and implemented in this study, completes the hardware design, PCB design and control program writing, and designs the safety control loop to improve the control system Reliability. The experimental results show that performance of the control system has been improved to a certain extent in terms of safety, reliability, stability and real-time performance. Meanwhile, the cost of control system is lower, which is conducive to the market promotion of artificial liver.;;;https://dl.acm.org/doi/10.1145/3469678.3469703;;;Systems AND Control
PARA: Privacy Management and Control in Emerging IoT Ecosystems using Augmented Reality;;;['Carlos Bermejo Fernandez', 'Lik Hang Lee', 'Petteri Nurmi', 'Pan Hui'];;;October 2021;;;ICMI '21: Proceedings of the 2021 International Conference on Multimodal Interaction;;;The ubiquity of smart devices, combined with a lack of information about data garnered by them, make privacy a significant challenge for adopting smart devices. Ensuring users can safeguard their privacy without compromising the devices’ functionality requires effective yet intuitive ways to manage personal privacy preferences. Current solutions for privacy management are severely lacking as they are ineffective in making users aware of potential privacy risks or how to mitigate them and as they offer limited support for interaction. As our first contribution, we develop a novel AR privacy management interface (PARA) that uses AR visualization to contextualize data disclosure and improve user’s perceptions of privacy threats. Besides offering support for enhancing user’s privacy perceptions, our interface supports privacy control on compatible devices through privacy-enhancing technologies. As our second contribution, we systematically study factors affecting privacy perceptions and privacy control for two device classes (smart camera and smart speaker) through a user study with N = 32 participants. Our results show that PARA’s contextualization and visualization of privacy disclosure strongly affect the participants’ privacy perceptions. For privacy control, we demonstrate that our prototype improves the participant’s capability to identify risks and provides an effective and easy-to-use mechanism for controlling privacy disclosure, in contrast to existing state-of-the-art privacy management interfaces.;;;https://dl.acm.org/doi/10.1145/3462244.3479885;;;Systems AND Control
Analysis and Optimization Discussion on Control System Architecture of Electrochemical energy storage Power Station;;;['Quan Hong', 'Jinbo Wu', 'Li Li', 'Shangfeng Xiong', 'Yusheng Gong', 'Zhihao Liu'];;;October 2021;;;ICITEE '21: Proceedings of the 4th International Conference on Information Technologies and Electrical Engineering;;;With the continuous expansion of the scale of electrochemical energy storage power station connected to the grid, the demand for its unified dispatching control to participate in multi-scenario applications such as peak shaving, frequency modulation and dynamic reactive power support is also increasing. In this paper, combined with the above requirements, the shortcomings of the current mainstream technical route are analyzed, and the improvement direction is discussed. The system improvement scheme based on 4S architecture is proposed, which can be used as a reference for the improvement of the subsequent energy storage control system.;;;https://dl.acm.org/doi/10.1145/3513142.3513164;;;Systems AND Control
Tennis Ball Picking Robot Based on Bluetooth Control;;;['Min Xiao', 'Qingfeng Wen', 'Li Ji', 'Wei Wang'];;;August 2021;;;CCRIS '21: Proceedings of the 2021 2nd International Conference on Control, Robotics and Intelligent System;;;With the development of tennis, tennis ball picking robots have received more and more attention. Aiming at the characteristics that the existing tennis ball picking robot is expensive, complicated in design, and relies heavily on various sensors for control, a tennis ball picking robot with simple structure and Bluetooth control is designed. It is mainly composed of STC89C51 microcontroller, L298N drive motor, Bluetooth chip and mobile phone software. Focusing on Bluetooth control, the application of the robot's system architecture and hardware model under Bluetooth control is described. Finally, the tennis ball picking robot was tested on the ground by Bluetooth control and ball picking. The experimental results show that the tennis ball picking robot can perform corresponding operations according to the information sent by the mobile phone software, and can complete the task of picking the ball.;;;https://dl.acm.org/doi/10.1145/3483845.3483848;;;Systems AND Control
Forward build systems, formally;;;['Sarah Spall', 'Neil Mitchell', 'Sam Tobin-Hochstadt'];;;January 2022;;;CPP 2022: Proceedings of the 11th ACM SIGPLAN International Conference on Certified Programs and Proofs;;;Build systems are a fundamental part of software construction, but their correctness has received comparatively little attention, relative to more prominent parts of the toolchain. In this paper, we address the correctness of forward build systems, which automatically determine the dependency structure of the build, rather than having it specified by the programmer.   We first define what it means for a forward build system to be correct---it must behave identically to simply executing the programmer-specified commands in order. Of course, realistic build systems avoid repeated work, stop early when possible, and run commands in parallel, and we prove that these optimizations, as embodied in the recent forward build system Rattle, preserve our definition of correctness. Along the way, we show that other forward build systems, such as Fabricate and Memoize, are also correct.   We carry out all of our work in Agda, and describe in detail the assumptions underlying both Rattle itself and our modeling of it.;;;https://dl.acm.org/doi/10.1145/3497775.3503687;;;Systems AND Control
Fault Diagnosis and Fault Tolerant Control of Two manipulators Cooperation System;;;['Wei Wu', 'Zhixin Cheng', 'Rui Zhang', 'Baomei Xu'];;;October 2021;;;AIAM2021: 2021 3rd International Conference on Artificial Intelligence and Advanced Manufacture;;;In this paper, a new actuator fault diagnosis and fault-tolerant control scheme is proposed for a cooperation system composed of two manipulators. When two manipulators perform parts assembly, hole-shaft coordination and other tasks, the output of the two manipulators needs to satisfy the objective function. The occurrence of fault will cause the collaboration task to be unable to complete. Thus, a new fault tolerant control scheme is adopted in this article. Assuming that the first manipulator subsystem has a multiplicative actuator fault, an adaptive observer is designed in the first manipulator system to get fault information and the controller in the second manipulator system is redesigned to make the outputs of the two manipulators still satisfy the objective function after a fault occurs. Finally, the simulation of the two-joint manipulator officially confirmed that the algorithm is effective.;;;https://dl.acm.org/doi/10.1145/3495018.3495077;;;Systems AND Control
Optimal Design of Concrete Production Control System for Water Conservancy and Hydro Power Projects based on Artificial Intelligence Control Algorithm;;;['Chen Liang'];;;October 2021;;;AIAM2021: 2021 3rd International Conference on Artificial Intelligence and Advanced Manufacture;;;Concrete is a widely used building material, which has also been widely used in water conservancy and hydropower projects. In order to ensure the concrete construction quality of the project, it is necessary to strengthen the concrete construction management. Concrete production system is an indispensable system for various engineering construction such as water conservancy and hydropower, and the control system is the core of the system. By analyzing the concept of concrete production system and the characteristics and requirements of control system in water conservancy and hydropower projects, this paper discusses the splitting of water conservancy and hydropower project model and concrete production system, and analyzes the concrete production process. This paper studies the design and application of single chip microcomputer weighing liquid level gauge. The results show that the actual accuracy of chip weighing liquid level gauge is less than 1%, and has good linearity and stability.;;;https://dl.acm.org/doi/10.1145/3495018.3495433;;;Systems AND Control
Development of a Control System Framework for Low-Power Consumption RGV Car;;;['Yajing Hao', 'Yongjie Yang'];;;October 2021;;;ICITEE '21: Proceedings of the 4th International Conference on Information Technologies and Electrical Engineering;;;In order to improve the stability and efficiency of RGV system, a low-power consumption RGV control system based on Kea microprocessor is designed in this paper. The system realizes the real-time control of the running state of RGV through PID control algorithm and uses RFID identification unit and main coil magnetic detection to realize the detection and control of RGV operation state. SM4 encryption algorithm is used to encrypt the data. Single chip microcontroller collects the real-time operation status information of RGV nodes through LoRa communication network and communicate with the upper computer. The upper computer receives the real-time status information of each RGV node in real time, classifies and stores the data of all RGV nodes for controlling the moving path of RGV conveniently on the track. The system has the characteristics of good real-time performance, low power consumption and high security. It can meet the needs of industrial production.;;;https://dl.acm.org/doi/10.1145/3513142.3513160;;;Systems AND Control
Adaptive Neural Network Impedance Control of Robots Based on Reference Model;;;['Pinghuang, Zhou', 'Wei Ai', 'Longhe Yang'];;;August 2021;;;CCRIS '21: Proceedings of the 2021 2nd International Conference on Control, Robotics and Intelligent System;;;Adaptive neural impedance control based on reference impedance model is introduced. Both model parameter uncertainties and model uncertainties are considered in controller design. The designed controller based reference impedance model ensure similar dynamics between robot and reference model. In order to handle model parameter uncertainties, the adaptive controller is designed and model uncertainties is estimated with neural network based radial basis function. System closed-loop stability is proved by Lyapunov theorem and the performance of proposed control method is verified by simulation with two-DOFs robot.;;;https://dl.acm.org/doi/10.1145/3483845.3483858;;;Systems AND Control
Reducing the configuration overhead of the distributed two-level control system;;;['Yu Yang', 'Dimitrios Stathis', 'Ahmed Hemani'];;;March 2022;;;DATE '22: Proceedings of the 2022 Conference &amp; Exhibition on Design, Automation &amp; Test in Europe;;;With the growing demand for more efficient hardware accelerators for streaming applications, a novel Coarse-Grained Reconfigurable Architecture (CGRA) that uses a Distributed Two-Level Control (D2LC) system has been proposed in the literature. Even though the highly distributed and parallel structure makes it fast and energy-efficient, the single-issue instruction channel between the level-1 and level-2 controller in each D2LC cell becomes the bottleneck of its performance. In this paper, we improve its design to mimic a multi-issued architecture by inserting shadow instruction buffers between the level-1 and level-2 controllers. Together with a zero-overhead hardware loop, the improved D2LC architecture can enable efficient overlap between loop iterations. We also propose a complete constraint programming based instruction scheduling algorithm to support the above hardware features. The experiment result shows that the improved D2LC architecture can achieve up to 25% of reduction on the instruction execution cycles and 35% reduction on the energy-delay product.;;;https://dl.acm.org/doi/10.5555/3539845.3539877;;;Systems AND Control
Path Following Control of Underactuated USV Based on Backstepping Control and Disturbance Observer;;;['Fang Deng', 'LeiLei Jin', 'DunJing Yu', 'HuaLin Yang'];;;December 2021;;;CMAAE 2021: 2021 International Conference on Mechanical, Aerospace and Automotive Engineering;;;This paper presents a novel adaptive Line-Of-Sight (ALOS) path following algorithm for underactuated unmanned surface vehicle (USV) in the presence of external random disturbance. Considering the changing of tracking errors, the ALOS controller is designed with an adaptively adjusting forward-looking distance to output the desired heading of the USV to rapidly approach the path to follow. To eliminate the influence of external disturbances, the nonlinear disturbance observer (NDO) is designed to obtain the disturbance estimate of yaw moment. Furthermore, based on the desired heading obtained by ALOS, the disturbance estimate and the desired surge speed, the heading and surge backstepping controllers are designed, respectively. The stability of the control system is proved by Lyapunov direct method. Simulation results verify the effectiveness and robustness of the control law.;;;https://dl.acm.org/doi/10.1145/3518781.3519156;;;Systems AND Control
Day-lily Robot Bottom Control System Based on Cloud Platform;;;['Shuyi Wei', 'Haozhe Ma', 'Xiuxia Zhang'];;;May 2021;;;ICAIIS 2021: 2021 2nd International Conference on Artificial Intelligence and Information Systems;;;To realize the unified management of robots has become an important problem, and a large amount of data of robots need to be processed urgently. As a result of urbanization, a large number of young people in rural areas flocked to the cities, resulting in a shortage of rural labor force. The application of agricultural robots could solve the problem of labor shortage. Meanwhile, the architecture of cloud platform could also enable unified management and deployment of robots, saving money on agriculture. The overall scheme has be designed focuses on the composition of the underlying remote control system of the day-lily robot based on the cloud platform in this paper, as well as the communication and interaction with the cloud server and the storage of data. First, the functions of the underlying remote control system has be clearly defined and analysis for control system has be carried out to clarify the requirements. Secondly, the hardware design of the robots has be completed to monitor the real-time status of multiple robots for data collection of the normal status.;;;https://dl.acm.org/doi/10.1145/3469213.3470683;;;Systems AND Control
A Practical Approach for Dynamic Taint Tracking with Control-flow Relationships;;;['Katherine Hough', 'Jonathan Bell'];;;None;;;ACM Transactions on Software Engineering and Methodology;;;Dynamic taint tracking, a technique that traces relationships between values as a program executes, has been used to support a variety of software engineering tasks. Some taint tracking systems only consider data flows and ignore control flows. As a result, relationships between some values are not reflected by the analysis. Many applications of taint tracking either benefit from or rely on these relationships being traced, but past works have found that tracking control flows resulted in over-tainting, dramatically reducing the precision of the taint tracking system. In this article, we introduce Conflux, alternative semantics for propagating taint tags along control flows. Conflux aims to reduce over-tainting by decreasing the scope of control flows and providing a heuristic for reducing loop-related over-tainting. We created a Java implementation of Conflux and performed a case study exploring the effect of Conflux on a concrete application of taint tracking, automated debugging. In addition to this case study, we evaluated Conflux’s accuracy using a novel benchmark consisting of popular, real-world programs. We compared Conflux against existing taint propagation policies, including a state-of-the-art approach for reducing control-flow-related over-tainting, finding that Conflux had the highest F1 score on 43 out of the 48 total tests.;;;https://dl.acm.org/doi/10.1145/3485464;;;Systems AND Control
Mail Sorting Vehicle System Based on Visible Light Control;;;['Shuyi Wei', 'Dongyuan Xing', 'Lilong Zhang', 'Xiuxia Zhang'];;;May 2021;;;ICAIIS 2021: 2021 2nd International Conference on Artificial Intelligence and Information Systems;;;With the development of optical communication technology, it's application was more and more extensive. Researchers had proposed a new type of optical communication technology, which connected the high-speed internet wire device to LED lighting device, LED as a signal generator was used for indoor wireless access to the local area network, using the light emitted by the LED as the carrier wave, the drive circuit modulated the network data to the visible light emitted by LED. LED was switched on and off at a frequency that the human eye couldn't perceive, and a light pulse signal carrying information was sent out, the light signal of LED was sent out with an electrical signal. After transmission through atmospheric channel, the receiving end converts the optical pulse signal into electrical pulse signal through diode and other photosensitive devices, and then the original transmission information of demodulation ended through circuit processing, so as to realize the function of communication. In this paper the design of a mail sorting vehicle system based on visible light control was introduced. The principle was this new type of optical communication technology. The mail sorting vehicle system controlled by LED visible light consists of four parts: visible light communication system, light-controlled mail car system, server and client. It could make the logistics sorting and handling system more intelligent and modern, for managers, enterprises, units to provided better decision-making and management basis.;;;https://dl.acm.org/doi/10.1145/3469213.3470682;;;Systems AND Control
A distributed order PID controller for load frequency control in a two-area diverse-unit power system;;;['Ioannis Moschos', 'Constantinos Parisses'];;;December 2021;;;EEET 2021: 2021 4th International Conference on Electronics and Electrical Engineering Technology;;;Until recently the conventional PI and PID controllers have been widely used in the load frequency control (LFC) problem. However, in today's modern power system those controllers cannot cope effectively with the increasing complexity of the power system resulting in system performance degradation. To tackle this problem, this paper proposes the application of two distributed order PID (DOPID) controllers which cover the whole range of integrals and derivatives of order -1 to order 1. Those controllers comprise with numerous fractional integrators and differentiators. The gains of the proposed controllers are optimized using the newly introduced marine predators algorithm (MPA). The analysis of the controllers is conducted in a realistic two area interconnected power system having diverse sources of power generation including communication delay, HVDC link and a geothermal power plant (GTPP) in both areas. A performance evaluation is conducted among various controllers like PIDN and FOPID with the proposed controllers and it is found that the DOPID controllers exhibit the best dynamic performance. Moreover, the transient response of the system is tested under the presence of wind power generation (WTG).;;;https://dl.acm.org/doi/10.1145/3508297.3508319;;;Systems AND Control
ReACt: A Resource-centric Access Control System for Web-app Interactions on Android;;;['Xin Zhang', 'Yifan Zhang'];;;April 2021;;;WWW '21: Proceedings of the Web Conference 2021;;;We identify and survey five mechanisms through which web content interacts with mobile apps. While useful, these web-app interaction mechanisms cause various notable security vulnerabilities on mobile apps or web content. The root cause is lack of proper access control mechanisms for web-app interactions on mobile OSes. Existing solutions usually adopt either an origin-centric design or a code-centric design, and suffer from one or several of the following limitations: coarse protection granularity, poor flexibility in terms of access control policy establishment, and incompatibility with existing apps/OSes due to the need of modifying the apps and/or the underlying OS. More importantly, none of the existing works can organically deal with all the five web-app interaction mechanisms. In this paper, we propose ReACt, a novel Resource-centric Access Control design that can coherently work with all the web-app interaction mechanisms while addressing the above-mentioned limitations. We have implemented a prototype system on Android, and performed extensive evaluation on it. The evaluation results show that our system works well with existing commercial off-the-shelf Android apps and different versions of Android OS, and it can achieve the design goals with small overhead.;;;https://dl.acm.org/doi/10.1145/3442381.3449960;;;Systems AND Control
