title;;;authors;;;date;;;source;;;abstract;;;link;;;category
Guiding engineers with the passive process engine environment;;;['Christoph Mayr-Dorn', 'Stefan Bichler', 'Felix Keplinger', 'Alexander Egyed'];;;May 2021;;;ICSE '21: Proceedings of the 43rd International Conference on Software Engineering: Companion Proceedings;;;Research as early as the 90s identified rigid, active process enactment as detrimental to engineers' flexibility. While software engineering processes thus are rarely "executable", engineers would benefit from guidance in safety critical domains where standards, regulations, and processes are often complicated. In this paper, we present the Passive Process Engine Environment (P2E2) that tracks process progress in the background and automatically evaluates quality assurance constraints even in the presence of process deviations. Our approach is engineering artifact agnostic and comes with two exemplary tool connectors to Jira and Jama. Video at: https://youtu.be/kXwU_baVWoQ;;;https://dl.acm.org/doi/10.1109/ICSE-Companion52605.2021.00033;;;Software AND Engineering
If you want better empirical research, value your theory: On the importance of strong theories for progress in empirical software engineering research;;;['Klaus Schmid'];;;June 2021;;;EASE '21: Proceedings of the 25th International Conference on Evaluation and Assessment in Software Engineering;;;Scientific progress comes from creating sound theories. However, current software engineering still mostly falls short of this goal, although its importance is widely accepted. Thus, in this paper, we discuss the importance of a successful interaction of empirical research with a strong theoretical basis and the ramifications this has. In particular, we will extensively discuss the implications on theory building and the empirical vs. theory interaction, etc. While not everything we will discuss is novel, we present a number of insights, which we at least did not see in software engineering literature. We strongly believe that a careful consideration of the insights discussed in this paper has the potential to lead to a significant improvement in software engineering research.;;;https://dl.acm.org/doi/10.1145/3463274.3463360;;;Software AND Engineering
Coq’s vibrant ecosystem for verification engineering (invited talk);;;['Andrew W. Appel'];;;January 2022;;;CPP 2022: Proceedings of the 11th ACM SIGPLAN International Conference on Certified Programs and Proofs;;;Program verification in the large is not only a matter of mechanizing a program logic to handle the semantics of your programming language. You must reason in the mathematics of your application domain--and there are many application domains, each with their own community of domain experts. So you will need to import mechanized proof theories from many domains, and they must all interoperate. Such an ecosystem is not only a matter of mathematics, it is a matter of software process engineering and social engineering. Coq's ecosystem has been maturing nicely in these senses.;;;https://dl.acm.org/doi/10.1145/3497775.3503951;;;Software AND Engineering
Software Development in Small Software Companies: Exploring the Usage of Procedures, Techniques, Methods and Models in Practice;;;['Micheal Tuape', 'Victoria Hasheela-Mufeti', 'Anna Kayanda', 'Jussi Kasurinen'];;;November 2021;;;ESSE '21: Proceedings of the 2021 European Symposium on Software Engineering;;;Small software companies have a challenge with utilizing process tools, which affects practice with significant quality-related challenges. This affects the software industry significantly because SSCs dominate the industry, and most of all, over 80 percent of software products are produced by SSCs. This cross-sectional survey was conducted in 3 countries attracting 115 respondents with the primary objective of investigating the software practice concerning the utilization of process tools in SSCs. The study focused on the tools used in requirements engineering and software testing as critical process areas for quality software products. Our findings indicate that the number of personnel intertwines with the complexities arising from lengthy procedures of the tools and processes, aggregating into difficulty in tool usage. Due to the constant evolution of practices, the volatility in processes also causes slow adoption of other tools, for instance, testing that must accompany the main engineering tools during a project. These findings are significant in informing theory and communicating to the practitioners what they should do regarding process tools.;;;https://dl.acm.org/doi/10.1145/3501774.3501779;;;Software AND Engineering
Opinion Mining for Software Development: A Systematic Literature Review;;;['Bin Lin', 'Nathan Cassee', 'Alexander Serebrenik', 'Gabriele Bavota', 'Nicole Novielli', 'Michele Lanza'];;;None;;;ACM Transactions on Software Engineering and Methodology;;;Opinion mining, sometimes referred to as sentiment analysis, has gained increasing attention in software engineering (SE) studies. SE researchers have applied opinion mining techniques in various contexts, such as identifying developers’ emotions expressed in code comments and extracting users’ critics toward mobile apps. Given the large amount of relevant studies available, it can take considerable time for researchers and developers to figure out which approaches they can adopt in their own studies and what perils these approaches entail.We conducted a systematic literature review involving 185 papers. More specifically, we present (1) well-defined categories of opinion mining-related software development activities, (2) available opinion mining approaches, whether they are evaluated when adopted in other studies, and how their performance is compared, (3) available datasets for performance evaluation and tool customization, and (4) concerns or limitations SE researchers might need to take into account when applying/customizing these opinion mining techniques. The results of our study serve as references to choose suitable opinion mining tools for software development activities and provide critical insights for the further development of opinion mining techniques in the SE domain.;;;https://dl.acm.org/doi/10.1145/3490388;;;Software AND Engineering
Distance learning of electronic engineering based on Arduino platform;;;['Alipbay Mansur-Matritdinovich Dairbayev', 'Bahytzhan Sergeevich Baikenov', 'Yevgeniya Alexandrovna Daineko', 'Madina Tolegenovna Ipalakova'];;;October 2021;;;ICEMIS'21: The 7th International Conference on Engineering &amp; MIS 2021;;;The principles of learning based on the Arduino platform, its features and development prospects are considered. Examples of using distance learning methods based on the Arduino platform, advantages and disadvantages of teaching methods are given. An effective, hybrid method of distance learning of electronic equipment on this platform is proposed. The laboratory work developed according to the proposed method of distance learning is presented.;;;https://dl.acm.org/doi/10.1145/3492547.3492644;;;Software AND Engineering
Model-driven system-performance engineering for cyber-physical systems;;;['Bram van der Sanden', 'Yonghui Li', 'Joris van den Aker', 'Benny Akesson', 'Tjerk Bijlsma', 'Martijn Hendriks', 'Kostas Triantafyllidis', 'Jacques Verriet', 'Jeroen Voeten', 'Twan Basten'];;;September 2021;;;EMSOFT '21: Proceedings of the 2021 International Conference on Embedded Software;;;System-Performance Engineering (SysPE) encompasses modeling formalisms, methods, techniques, and industrial practices to design systems for performance, where performance is taken integrally into account during the whole system life cycle. Industrial SysPE state of practice is generally model-based. Due to the rapidly increasing complexity of systems, there is a need to develop and establish model-driven methods and techniques. To structure the field of SysPE, we identify (1) industrial challenges motivating the importance of SysPE, (2) scientific challenges that need to be addressed to establish model-driven SysPE, (3) important focus areas for SysPE and (4) best practices. We conducted a survey to collect feedback on our views. The responses were used to update and validate the identified challenges, focus areas, and best practices. The final result is presented in this paper. Interesting observations are that industry sees a need for better design-space exploration support, more than for additional performance modeling and analysis techniques. Also tools and integral methods for SysPE need attention. From the identified focus areas, scheduling and supervisory control is seen as lacking established best practices.;;;https://dl.acm.org/doi/10.1145/3477244.3477985;;;Software AND Engineering
Software Development Practice: How Organisation Dynamics Inhibit the Utilization of Process Tools in Small Software Companies;;;['Micheal Tuape', 'Victoria Hasheela-Mufeti', 'Petrus Iiyambo', 'Anna Kayanda', 'Jussi Kasirinen'];;;November 2021;;;ICSIE '21: Proceedings of the 10th International Conference on Software and Information Engineering;;;Low-quality software products are synonymous with small software companies, yet thousands of process tools and methods are available, although unfortunately, they remain unutilized. The utilization of these process tools are said to be very challenging to small software companies with the difficulty of adaptability tagged to the context in which the companies operate since the process tools are not designed to take care of the operational context of the small software companies. This survey study was undertaken to empirically investigate the implication of the organizational dynamics on using process tools in SSCs. A total of 115 respondents from Tanzania, Namibia, and Ghana were reached through a structured questionnaire. Our findings reveal that the ad-hoc behaviors and attitude breed a culture that inhibits procedural and process-intensive practices synonymous with most software engineering process tools. This finding is interesting because this area has been underestimated while looking at software practice, yet it is significant in understanding practice in relation to software process tools, significantly how small software companies can be helped to adopt the different tools and also provide a mechanism to help the designers of process tools make tools that are usable in the context of the practice of SSCs.;;;https://dl.acm.org/doi/10.1145/3512716.3512722;;;Software AND Engineering
Targeting the Weakest Link: Social Engineering Attacks in Ethereum Smart Contracts;;;['Nikolay Ivanov', 'Jianzhi Lou', 'Ting Chen', 'Jin Li', 'Qiben Yan'];;;May 2021;;;ASIA CCS '21: Proceedings of the 2021 ACM Asia Conference on Computer and Communications Security;;;Ethereum holds multiple billions of U.S. dollars in the form of Ether cryptocurrency and ERC-20 tokens, with millions of deployed smart contracts algorithmically operating these funds. Unsurprisingly, the security of Ethereum smart contracts has been under rigorous scrutiny. In recent years, numerous defense tools have been developed to detect different types of smart contract code vulnerabilities. When opportunities for exploiting code vulnerabilities diminish, the attackers start resorting to social engineering attacks, which aim to influence humans - often the weakest link in the system. The only known class of social engineering attacks in Ethereum are honeypots, which plant hidden traps for attackers attempting to exploit existing vulnerabilities, thereby targeting only a small population of potential victims. In this work, we explore the possibility and existence of new social engineering attacks beyond smart contract honeypots. We present two novel classes of Ethereum social engineering attacks - Address Manipulation and Homograph - and develop six zero-day social engineering attacks. To show how the attacks can be used in popular programming patterns, we conduct a case study of five popular smart contracts with combined market capitalization exceeding $29 billion, and integrate our attack patterns in their source codes without altering their existing functionality. Moreover, we show that these attacks remain dormant during the test phase but activate their malicious logic only at the final production deployment. We further analyze 85,656 open-source smart contracts, and discover that 1,027 of them can be used for the proposed social engineering attacks. We conduct a professional opinion survey with experts from seven smart contract auditing firms, corroborating that the exposed social engineering attacks bring a major threat to the smart contract systems.;;;https://dl.acm.org/doi/10.1145/3433210.3453085;;;Software AND Engineering
Engineering capstone project as a service-learning activity: A case study in Geomatics degree;;;['Judit Fernández-Puerto', 'Paula García-Osorio', 'Manuel Rodríguez-Martín', 'Pablo Rodríguez-Gonzálvez'];;;October 2021;;;TEEM'21: Ninth International Conference on Technological Ecosystems for Enhancing Multiculturality (TEEM&apos;21);;;Capstone projects are the culminating experience of engineering students, where they are focused on real-world application, so they will be better prepared for their professional life. In the present communication it is raised an application approach of incorporation of a service-learning methodology into the capstone projects to improve the acquisition of skills, as well as motivation and engagement. The activity is contextualized in the so-called depopulated Spain, which includes towns and villages with a high risk of depopulation and a shortage of investment and resources. The experience was carried out in the capstone project of a Geomatics Engineering degree.;;;https://dl.acm.org/doi/10.1145/3486011.3486477;;;Software AND Engineering
Exploration and Practice of Hierarchical Graduation Project under the Background of Science Collaborative Education and Engineering Education Accreditation;;;['Lilan Gao', 'Yansong Tan', 'Yanfang Sun', 'Linwei Lv', 'Bin Li', 'Qijun Gao', 'Xiaofei Wang', 'Yijiao Zhao'];;;November 2021;;;ICAAI '21: Proceedings of the 5th International Conference on Advances in Artificial Intelligence;;;Graduation project is an important integrated practice segment for undergraduate education, since the quality of undergraduate education can be directly evaluated by the quality of graduation project. Under the background of science collaborative education and engineering education accreditation, it is necessary to explore an intelligent and integrated graduation project system to train students by all sorts of engineering and research projects, thus improve students' practical ability and innovation ability. This paper first analyzed the problems of the graduation project in the major of process equipment and control engineering, then introduced a novel hierarchical graduation project system to adapt to the concept of science collaborative education and engineering education. By putting the novel graduation project system into effect, the quality of graduation project has significantly improved.;;;https://dl.acm.org/doi/10.1145/3505711.3505733;;;Software AND Engineering
Towards an Anatomy of Software Craftsmanship;;;['Anders Sundelin', 'Javier Gonzalez-huerta', 'Krzysztof Wnuk', 'Tony Gorschek'];;;None;;;ACM Transactions on Software Engineering and Methodology;;;Context: The concept of software craftsmanship has early roots in computing, and in 2009, the Manifesto for Software Craftsmanship was formulated as a reaction to how the Agile methods were practiced and taught. But software craftsmanship has seldom been studied from a software engineering perspective.Objective: The objective of this article is to systematize an anatomy of software craftsmanship through literature studies and a longitudinal case study.Method: We performed a snowballing literature review based on an initial set of nine papers, resulting in 18 papers and 11 books. We also performed a case study following seven years of software development of a product for the financial market, eliciting qualitative, and quantitative results. We used thematic coding to synthesize the results into categories.Results: The resulting anatomy is centered around four themes, containing 17 principles and 47 hierarchical practices connected to the principles. We present the identified practices based on the experiences gathered from the case study, triangulating with the literature results.Conclusion: We provide our systematically derived anatomy of software craftsmanship with the goal of inspiring more research into the principles and practices of software craftsmanship and how these relate to other principles within software engineering in general.;;;https://dl.acm.org/doi/10.1145/3468504;;;Software AND Engineering
Physical and functional reverse engineering challenges for advanced semiconductor solutions;;;['Bernhard Lippmann', 'Ann-Christin Bette', 'Matthias Ludwig', 'Johannes Mutter', 'Johanna Baehr', 'Alexander Hepp', 'Horst Gieser', 'Nicola Kovač', 'Tobias Zweifel', 'Martin Rasche', 'Oliver Kellermann'];;;March 2022;;;DATE '22: Proceedings of the 2022 Conference &amp; Exhibition on Design, Automation &amp; Test in Europe;;;Motivated by the threats of malicious modification and piracy arising from worldwide distributed supply chains, the goal of RESEC is the creation, verification, and optimization of a complete reverse engineering process for integrated circuits manufactured in technology nodes of 40 nm and below. Building upon the presentation of individual reverse engineering process stages, this paper connects analysis efforts and yields with their impact on hardware security, demonstrated on a design with implemented experimental hardware Trojans. We outline the interim stage of our research activities and present our future targets linking chip design and physical verification processes.;;;https://dl.acm.org/doi/10.5555/3539845.3540035;;;Software AND Engineering
Integrating Multi-Disciplinary Offline and Online Engineering in Industrial Cyber-Physical Systems through DevOps;;;['Iori Mizutani', 'Ganesh Ramanathan', 'Simon Mayer'];;;November 2021;;;IoT '21: Proceedings of the 11th International Conference on the Internet of Things;;;Industry 4.0 is transforming industrial automation systems into increasingly complex cyber-physical systems (CPS). In particular, there is a need to integrate systems across horizontal and vertical layers across industrial and disciplinary domains. The development of industrial CPS requires not only high-level configuration and control at the execution system level, but also offline and online engineering (OOE) work, including mechanical and electrical engineering of the devices, their installation, networking, and documentation. Using DevOps, a collection of modern software lifecycle management tactics, we propose to build an integrated platform to manage the OOE tasks. Continuous Integration/Continuous Delivery (CI/CD) pipelines and Infrastructure as Code, which are key aspects of DevOps, coordinate the building, testing, and deployment of software services. To bring the corresponding benefits of pure software systems to industrial CPS, we integrate engineering tasks using distributed version control and the W3C Web of Things. As a proof of concept, we implemented the concept for a mock system that includes the OOE tasks in a process automation scenario. The DevOps platform provides a structured transfer and exchange of engineering knowledge among stakeholders involved in industrial CPS.;;;https://dl.acm.org/doi/10.1145/3494322.3494328;;;Software AND Engineering
Application of VR technology in architectural decoration engineering technology;;;['Ran Yin'];;;October 2021;;;AIAM2021: 2021 3rd International Conference on Artificial Intelligence and Advanced Manufacture;;;With the rapid development of social economy and the increasing complexity of architectural decoration projects, there is an urgent need to introduce new technologies to improve work efficiency and solve practical problems. Nowadays, the emerging VR technology, a computer-aided technology, has been widely used in actual engineering projects and has proven to greatly improve work efficiency. This article will discuss the specific application and operation of VR technology in architectural decoration engineering technology, analyze the application advantages of VR technology and look forward to its application prospects in architectural decoration engineering technology.;;;https://dl.acm.org/doi/10.1145/3495018.3501213;;;Software AND Engineering
Teaching Practice of Technological Integrated Innovation for Professional Degree Postgraduates of Mechanical Engineering: An Engine Case Study;;;['Long Zhou', 'Guoqiang Chen', 'Feng Jiao'];;;May 2021;;;ICMET 2021: 2021 3rd International Conference on Modern Educational Technology;;;There exist two types of models cultivating graduate students, so-called academic and professional degrees. Compared with the academic degree, the aim of the professional degree is to cultivate high-level application-oriented special talents with solid theoretical foundations applicable for the practical work needs of specific industries or occupations. To improve the technological integrated innovation ability of professional degree postgraduates in mechanical engineering and to cultivate professional talents suitable for the needs of enterprise and social development, during class teaching, taking the developed heat transfer, lubrication and friction coupling model of piston ring-liner as an example, based on the relationship between the coupled model and technological integrated innovation, after verifying the correctness of the coupled model using comparisons between the simulated temperature fields of solid components with the tested ones, the impacts of ring pressure constants and lubricant viscosities on the heat transfer, lubrication and friction characteristics of piston ring-liner are studied in detail. The results show that the increase of ring pressure constants efficiently enhances the cooling of combustion chamber components, but reduces the lubrication properties of piston ring-liner; in contrast, increasing the viscosities of lubricant improves the lubrication properties of piston ring-liner, but decreases significantly the transferred heat between the piston ring and liner. The method of technological integrated innovation in this paper can efficiently improve the innovation consciousness of professional degree postgraduates.;;;https://dl.acm.org/doi/10.1145/3468978.3469004;;;Software AND Engineering
Search-based software re-modularization: a case study at Adyen;;;['Casper Schröder', 'Adriaan van der Feltz', 'Annibale Panichella', 'Maurício Aniche'];;;May 2021;;;ICSE-SEIP '21: Proceedings of the 43rd International Conference on Software Engineering: Software Engineering in Practice;;;Deciding what constitutes a single module, what classes belong to which module or the right set of modules for a specific software system has always been a challenging task. The problem is even harder in large-scale software systems composed of thousands of classes and hundreds of modules. Over the years, researchers have been proposing different techniques to support developers in re-modularizing their software systems. In particular, the search-based software re-modularization is an active research topic within the software engineering community for more than 20 years. This paper describes our efforts in applying search-based software re-modularization approaches at Adyen, a large-scale payment company. Adyen's code base has 5.5M+ lines of code, split into around hundreds of modules. We leveraged the existing body of knowledge in the field to devise our own search algorithm and applied it to our code base. Our results show that search-based approaches scale to large code bases as ours. Our algorithm can find solutions that improve the code base according to the metrics we optimize for, and developers see value in the recommendations. Based on our experiences, we then list a set of challenges and opportunities for future researchers, aiming at making search-based software re-modularization more efficient for large-scale software companies.;;;https://dl.acm.org/doi/10.1109/ICSE-SEIP52600.2021.00017;;;Software AND Engineering
Mixed Teaching Pattern Exploration Integrating Online and Offline Platforms Oriented to Continuous Improvement for Engineering Accreditation: Practice in computer programming course as a presentation case;;;['Wei Zhao'];;;October 2021;;;ICETC '21: Proceedings of the 13th International Conference on Education Technology and Computers;;;None;;;https://dl.acm.org/doi/10.1145/3498765.3498784;;;Software AND Engineering
Hardware Trust and Assurance through Reverse Engineering: A Tutorial and Outlook from Image Analysis and Machine Learning Perspectives;;;['Ulbert J. Botero', 'Ronald Wilson', 'Hangwei Lu', 'Mir Tanjidur Rahman', 'Mukhil A. Mallaiyan', 'Fatemeh Ganji', 'Navid Asadizanjani', 'Mark M. Tehranipoor', 'Damon L. Woodard', 'Domenic Forte'];;;None;;;ACM Journal on Emerging Technologies in Computing Systems;;;In the context of hardware trust and assurance, reverse engineering has been often considered as an illegal action. Generally speaking, reverse engineering aims to retrieve information from a product, i.e., integrated circuits (ICs) and printed circuit boards (PCBs) in hardware security-related scenarios, in the hope of understanding the functionality of the device and determining its constituent components. Hence, it can raise serious issues concerning Intellectual Property (IP) infringement, the (in)effectiveness of security-related measures, and even new opportunities for injecting hardware Trojans. Ironically, reverse engineering can enable IP owners to verify and validate the design. Nevertheless, this cannot be achieved without overcoming numerous obstacles that limit successful outcomes of the reverse engineering process. This article surveys these challenges from two complementary perspectives: image processing and machine learning. These two fields of study form a firm basis for the enhancement of efficiency and accuracy of reverse engineering processes for both PCBs and ICs. In summary, therefore, this article presents a roadmap indicating clearly the actions to be taken to fulfill hardware trust and assurance objectives.;;;https://dl.acm.org/doi/10.1145/3464959;;;Software AND Engineering
A Blockchain Based Research on Comprehensive Quality Evaluation of Emerging Engineering College Students;;;['Qiujing Liu', 'Yu Dai', 'Wenqi Hong'];;;January 2022;;;IC4E '22: Proceedings of the 2022 13th International Conference on E-Education, E-Business, E-Management, and E-Learning;;;In the context of engineering education transformation and education evaluation reform, this research empirically investigates the status quo of comprehensive quality evaluation of T University students in quantitative research methods, and finds that there are some problems in the current evaluation of students' comprehensive quality, such as incomplete evaluation content, incomplete participation of evaluation subjects, imperfect supervision mechanism in the evaluation process, and weak development function of evaluation. Furthermore, this research uses blockchain to build a comprehensive quality evaluation system for students based on a reputation incentive mechanism, forming a more realistic and objective evaluation atmosphere, and helping to further improve the quality of engineering education.;;;https://dl.acm.org/doi/10.1145/3514262.3514319;;;Software AND Engineering
Engineering Trustable and Auditable Choreography-based Systems Using Blockchain;;;['Flavio Corradini', 'Alessandro Marcelletti', 'Andrea Morichetta', 'Andrea Polini', 'Barbara Re', 'Francesco Tiezzi'];;;None;;;ACM Transactions on Management Information Systems;;;A key challenge in engineering distributed systems consists in the integration into their development of a decentralised infrastructure allowing the system participants to trust each other. In this article, we face such a challenge by proposing a model-driven methodology and a related framework to support the engineering of trustable and auditable systems. The approach is based on choreography diagrams specified in the Business Process Model and Notation standard, describing the interactions that should occur among the distributed components of systems. We support the whole lifecycle of choreographies, from their modelling to their distributed execution and auditing. The framework, based on blockchain technology, is named ChorChain. More specifically, ChorChain takes as input a BPMN choreography model and automatically translates it into a Solidity smart contract. The smart contract permits us to enforce the interactions among the cooperating components as prescribed by the choreography model. By leveraging on the auditability of blockchain, ChorChain also supports the activity of auditors continuously. In such a way, ChorChain enables auditors to get some degree of assurance on what happens simultaneously with, or shortly after, information disclosure. We assess the feasibility and effectiveness of the proposed methodology and framework through experiments conducted on the Rinkeby Ethereum Testnet.;;;https://dl.acm.org/doi/10.1145/3505225;;;Software AND Engineering
Engineering Slidable Graphical User Interfaces with Slime;;;['Arthur Sluÿters', 'Jean Vanderdonckt', 'Radu-Daniel Vatavu'];;;None;;;Proceedings of the ACM on Human-Computer Interaction;;;Intra-platform plasticity regularly assumes that the display of a computing platform remains fixed and rigid during interactions with the platform in contrast to reconfigurable displays, which can change form depending on the context of use. In this paper, we present a model-based approach for designing and deploying graphical user interfaces that support intra-platform plasticity for reconfigurable displays. We instantiate the model for E3Screen, a new device that expands a conventional laptop with two slidable, rotatable, and foldable lateral displays, enabling slidable user interfaces. Based on a UML class diagram as a domain model and a SCRUD list as a task model, we define an abstract user interface as interaction units with a corresponding master-detail design pattern. We then map the abstract user interface to a concrete user interface by applying rules for the reconfiguration, concrete interaction, unit allocation, and widget selection and implement it in JavaScript. In a first experiment, we determine display configurations most preferred by users, which we organize in the form of a state-transition diagram. In a second experiment, we address reconfiguration rules and widget selection rules. A third experiment provides insights into the impact of the lateral displays on a visual search task.;;;https://dl.acm.org/doi/10.1145/3457147;;;Software AND Engineering
A Systematic Literature Review on Federated Machine Learning: From a Software Engineering Perspective;;;['Sin Kit Lo', 'Qinghua Lu', 'Chen Wang', 'Hye-Young Paik', 'Liming Zhu'];;;None;;;ACM Computing Surveys;;;Federated learning is an emerging machine learning paradigm where clients train models locally and formulate a global model based on the local model updates. To identify the state-of-the-art in federated learning and explore how to develop federated learning systems, we perform a systematic literature review from a software engineering perspective, based on 231 primary studies. Our data synthesis covers the lifecycle of federated learning system development that includes background understanding, requirement analysis, architecture design, implementation, and evaluation. We highlight and summarise the findings from the results and identify future trends to encourage researchers to advance their current work.;;;https://dl.acm.org/doi/10.1145/3450288;;;Software AND Engineering
Comprehensive Practice Teaching Mode of Core Course Group of Engineering Cost Specialty Based on Big Data Utility Evaluation;;;['Zhang Xiaoxiao', 'Han Qi', 'Wang Guangjun'];;;May 2021;;;CIPAE 2021: 2021 2nd International Conference on Computers, Information Processing and Advanced Education;;;The future work of engineering cost major students is to use budget software for budget and final accounts, engineering calculation, etc., so the practice teaching is very important. At present, teaching evaluation and examination still stay in the stage of teachers giving cases, students giving results and teachers judging. This leads to a heavy workload of evaluation, and students can not master the degree of mastery of the course. This paper first analyzes the training mode of engineering cost professionals and the situation of training engineering cost professionals at home and abroad. Secondly, it analyzes the software architecture mode and network security of the scoring system, and determines the technology needed for the project. Starting from the development cost and reality, the evaluation system of engineering cost practice teaching software based on Delphi is proposed. Finally, in the process of test management, the black box method is used to design the basic test scheme, and then the white box method is used to supplement some schemes. The results show that the system can better meet the business needs, achieve the automatic scoring target, and effectively improve the efficiency of scoring.;;;https://dl.acm.org/doi/10.1145/3456887.3459687;;;Software AND Engineering
Design and Engineering Application of Ultra-Light Steel Truss Support System for Cantilever Beam Cover;;;['Shengliang Xu', 'Mengshan Wu', 'Xiaoyan Yang'];;;October 2021;;;AIAM2021: 2021 3rd International Conference on Artificial Intelligence and Advanced Manufacture;;;The new urban expressway viaduct in soft-soil area is faced with some difficulties, such as poor geological conditions, construction site shortage, and rapid increase in the cost of pond dregs and earthwork. Therefore, the temporary support system of ultra-light large-span covered beam with cantilever is designed. The dead load of cantilever-truss is 15 tons, the cantilever is 9.5 meters, and it can bear the temporary load of 480 tons of cover beam construction. The engineering practice shows that the ultra-light large-span covered beam with cantilever reduces the requirements for traditional technology on temporary measures of material input, lifting machinery and operators. The comprehensive cost and operation cycle of this project are only 45% and 60% of full floating rear axle framing, which has significant economic value and social benefits.;;;https://dl.acm.org/doi/10.1145/3495018.3501236;;;Software AND Engineering
Improving Diversity in Engineering: A Data-Driven Approach to Support Resource Mobilization and Participation in Hashtag Activism Campaigns;;;['Habib Karbasian', 'Hemant Purohit', 'Aditya Johri'];;;August 2021;;;HT '21: Proceedings of the 32nd ACM Conference on Hypertext and Social Media;;;A critical barrier facing engineering is inclusiveness of women in the profession. In recent years, engineering diversity advocates have taken to social media platforms to raise awareness of the issue and redress this problem. A recurring challenge for their initiatives though is attracting and mobilizing participants efficiently. For a successful mobilization campaign, organizers need real-time information about their users and also need to understand what messaging works to attract and mobilize them. We hypothesize that participants in any given campaign related to engineering diversity will also be interested in other campaigns related to that issue. Furthermore, since the primary signal for a social media campaign is a hashtag, by using clustering patterns of various co-occurring hashtags along with relevant topics and relatable sentiments, we can better understand participation and also mobilize users for the target campaign. To empirically examine our hypothesis, we study two diversity hashtag activism campaigns on Twitter (#ILookLikeAnEngineer and #WomenInEngineering) using a real-time predictive analytics framework. We design and evaluate the framework with a set of novel features that uses retweetability as an indicator of participation. Our result analysis for topical features found that monetary gain and advertisement-oriented content were less likely to be propagated in the campaigns whereas messaging aligned directly with the issue at hand such as breaking stereotypes in engineering was deemed more retweetable and engaging. In terms of sentiments, informal tone in the messages were considered desirable whereas short-form messaging were not very popular in either movements. These analytical insights can inform activists in effective resource mobilization through message content design, in order to expand the reach of an activism campaign. Our work shows how data-driven techniques can assist in increasing the participation of women in engineering education and the workforce.;;;https://dl.acm.org/doi/10.1145/3465336.3475103;;;Software AND Engineering
Research on Teaching Reform of Mathematics Courses for Computer Majors in Local Colleges under Emerging Engineering Education;;;['Xuehui Bi', 'Huaming Liu', 'Ying Yang', 'Xiuyou Wang'];;;May 2021;;;ICDEL '21: Proceedings of the 2021 6th International Conference on Distance Education and Learning;;;To develop Emerging engineering education talent with a variety of analytical ability, application ability, innovation ability as a starting point, combined with the actual situation of the School of Computer and Information Engineering of Fuyang Normal University, the teaching reform of the mathematics course for computer majors was discussed from five aspects: perfecting curriculum construction, optimizing teaching content, implementing mixed teaching, strengthening practical teaching and fair examination of results. Improve the quality of students and teaching quality, which further improves the quality of students and the quality of teaching.;;;https://dl.acm.org/doi/10.1145/3474995.3475011;;;Software AND Engineering
Bibliometric Analysis of TCM Knowledge Engineering Based on CNKI;;;['Li Liu', 'Xuebo Li'];;;December 2021;;;WI-IAT '21: IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology;;;None;;;https://dl.acm.org/doi/10.1145/3498851.3498941;;;Software AND Engineering
STRIVE: String-Based Force Feedback for Automotive Engineering;;;['Alexander Achberger', 'Fabian Aust', 'Daniel Pohlandt', 'Kresimir Vidackovic', 'Michael Sedlmair'];;;October 2021;;;UIST '21: The 34th Annual ACM Symposium on User Interface Software and Technology;;;The large potential of force feedback devices for interacting in Virtual Reality (VR) has been illustrated in a plethora of research prototypes. Yet, these devices are still rarely used in practice and it remains an open challenge how to move this research into practice. To that end, we contribute a participatory design study on the use of haptic feedback devices in the automotive industry. Based on a 10-month observing process with 13 engineers, we developed STRIVE, a string-based haptic feedback device. In addition to the design of STRIVE, this process led to a set of requirements for introducing haptic devices into industrial settings, which center around a need for flexibility regarding forces, comfort, and mobility. We evaluated STRIVE with 16 engineers in five different day-to-day automotive VR use cases. The main results show an increased level of trust and perceived safety as well as further challenges towards moving haptics research into practice.;;;https://dl.acm.org/doi/10.1145/3472749.3474790;;;Software AND Engineering
Discussion on the Curriculum of Information Resource Management in Medical Colleges under the "New Engineering";;;['Fanfan Zhu', 'Bingke Zhu', 'Ran Su', 'Jingxin Chen'];;;August 2021;;;IMMS '21: Proceedings of the 4th International Conference on Information Management and Management Science;;;The establishment of information resource management major in medical colleges under the background of "new engineering" is a hotspot currently. Taking the construction of information resources major in Hubei University of Medicine as an example, this paper discusses the relative problems of curriculum setting of this major in medical colleges. Combined with talent cultivation needs and college characteristics, it puts forward suggestions on professional curriculum setting, optional course setting, practical teaching and faculty construction. At present, colleges and universities engaging in the construction of information resource management major is in a relatively small number, curriculum irrationality is a quite common problem, improvement measures shall be taken in combination with the characteristics of the discipline and social requirement.;;;https://dl.acm.org/doi/10.1145/3485190.3485241;;;Software AND Engineering
